timestamp,fused_precip_rate_mm_hr,observation_time,publication_time,dataset_state,qc_flag
2022-08-15T14:30:00+00:00,37.44,2022-08-15T14:30:00+00:00,2022-08-15T18:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-15T15:00:00+00:00,39.2,2022-08-15T15:00:00+00:00,2022-08-15T19:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-15T15:30:00+00:00,39.2,2022-08-15T15:30:00+00:00,2022-08-15T19:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-15T16:00:00+00:00,41.18,2022-08-15T16:00:00+00:00,2022-08-15T20:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-15T16:30:00+00:00,41.18,2022-08-15T16:30:00+00:00,2022-08-15T20:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-15T17:00:00+00:00,43.07,2022-08-15T17:00:00+00:00,2022-08-15T21:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-15T17:30:00+00:00,43.07,2022-08-15T17:30:00+00:00,2022-08-15T21:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-15T18:00:00+00:00,44.57,2022-08-15T18:00:00+00:00,2022-08-15T22:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-15T18:30:00+00:00,44.57,2022-08-15T18:30:00+00:00,2022-08-15T22:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-15T19:00:00+00:00,45.44,2022-08-15T19:00:00+00:00,2022-08-15T23:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-15T19:30:00+00:00,45.44,2022-08-15T19:30:00+00:00,2022-08-15T23:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-15T20:00:00+00:00,45.55,2022-08-15T20:00:00+00:00,2022-08-16T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-15T20:30:00+00:00,45.55,2022-08-15T20:30:00+00:00,2022-08-16T00:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-15T21:00:00+00:00,17.32,2022-08-15T21:00:00+00:00,2022-08-16T01:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-15T21:30:00+00:00,17.32,2022-08-15T21:30:00+00:00,2022-08-16T01:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-15T22:00:00+00:00,15.97,2022-08-15T22:00:00+00:00,2022-08-16T02:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-15T22:30:00+00:00,15.97,2022-08-15T22:30:00+00:00,2022-08-16T02:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-15T23:00:00+00:00,14.16,2022-08-15T23:00:00+00:00,2022-08-16T03:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-15T23:30:00+00:00,14.16,2022-08-15T23:30:00+00:00,2022-08-16T03:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T00:00:00+00:00,13.05,2022-08-16T00:00:00+00:00,2022-08-16T04:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T00:30:00+00:00,13.05,2022-08-16T00:30:00+00:00,2022-08-16T04:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T01:00:00+00:00,15.0,2022-08-16T01:00:00+00:00,2022-08-16T05:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T01:30:00+00:00,15.0,2022-08-16T01:30:00+00:00,2022-08-16T05:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T02:00:00+00:00,16.64,2022-08-16T02:00:00+00:00,2022-08-16T06:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T02:30:00+00:00,16.64,2022-08-16T02:30:00+00:00,2022-08-16T06:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T03:00:00+00:00,17.71,2022-08-16T03:00:00+00:00,2022-08-16T07:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T03:30:00+00:00,17.71,2022-08-16T03:30:00+00:00,2022-08-16T07:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T04:00:00+00:00,18.05,2022-08-16T04:00:00+00:00,2022-08-16T08:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T04:30:00+00:00,18.05,2022-08-16T04:30:00+00:00,2022-08-16T08:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T05:00:00+00:00,17.6,2022-08-16T05:00:00+00:00,2022-08-16T09:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T05:30:00+00:00,17.6,2022-08-16T05:30:00+00:00,2022-08-16T09:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T06:00:00+00:00,16.43,2022-08-16T06:00:00+00:00,2022-08-16T10:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T06:30:00+00:00,16.43,2022-08-16T06:30:00+00:00,2022-08-16T10:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T07:00:00+00:00,14.72,2022-08-16T07:00:00+00:00,2022-08-16T11:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T07:30:00+00:00,14.72,2022-08-16T07:30:00+00:00,2022-08-16T11:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T08:00:00+00:00,12.76,2022-08-16T08:00:00+00:00,2022-08-16T12:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T08:30:00+00:00,12.76,2022-08-16T08:30:00+00:00,2022-08-16T12:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T09:00:00+00:00,10.84,2022-08-16T09:00:00+00:00,2022-08-16T13:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T09:30:00+00:00,10.84,2022-08-16T09:30:00+00:00,2022-08-16T13:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T10:00:00+00:00,9.27,2022-08-16T10:00:00+00:00,2022-08-16T14:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T10:30:00+00:00,9.27,2022-08-16T10:30:00+00:00,2022-08-16T14:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T11:00:00+00:00,8.29,2022-08-16T11:00:00+00:00,2022-08-16T15:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T11:30:00+00:00,8.29,2022-08-16T11:30:00+00:00,2022-08-16T15:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T12:00:00+00:00,35.62,2022-08-16T12:00:00+00:00,2022-08-16T16:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T12:30:00+00:00,35.62,2022-08-16T12:30:00+00:00,2022-08-16T16:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T13:00:00+00:00,36.18,2022-08-16T13:00:00+00:00,2022-08-16T17:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T13:30:00+00:00,36.18,2022-08-16T13:30:00+00:00,2022-08-16T17:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T14:00:00+00:00,37.44,2022-08-16T14:00:00+00:00,2022-08-16T18:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T14:30:00+00:00,37.44,2022-08-16T14:30:00+00:00,2022-08-16T18:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T15:00:00+00:00,39.2,2022-08-16T15:00:00+00:00,2022-08-16T19:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T15:30:00+00:00,39.2,2022-08-16T15:30:00+00:00,2022-08-16T19:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T16:00:00+00:00,41.18,2022-08-16T16:00:00+00:00,2022-08-16T20:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T16:30:00+00:00,41.18,2022-08-16T16:30:00+00:00,2022-08-16T20:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T17:00:00+00:00,43.07,2022-08-16T17:00:00+00:00,2022-08-16T21:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T17:30:00+00:00,43.07,2022-08-16T17:30:00+00:00,2022-08-16T21:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T18:00:00+00:00,44.57,2022-08-16T18:00:00+00:00,2022-08-16T22:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T18:30:00+00:00,44.57,2022-08-16T18:30:00+00:00,2022-08-16T22:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T19:00:00+00:00,45.44,2022-08-16T19:00:00+00:00,2022-08-16T23:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T19:30:00+00:00,45.44,2022-08-16T19:30:00+00:00,2022-08-16T23:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T20:00:00+00:00,45.55,2022-08-16T20:00:00+00:00,2022-08-17T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T20:30:00+00:00,45.55,2022-08-16T20:30:00+00:00,2022-08-17T00:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T21:00:00+00:00,17.32,2022-08-16T21:00:00+00:00,2022-08-17T01:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T21:30:00+00:00,17.32,2022-08-16T21:30:00+00:00,2022-08-17T01:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T22:00:00+00:00,15.97,2022-08-16T22:00:00+00:00,2022-08-17T02:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T22:30:00+00:00,15.97,2022-08-16T22:30:00+00:00,2022-08-17T02:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T23:00:00+00:00,14.16,2022-08-16T23:00:00+00:00,2022-08-17T03:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-16T23:30:00+00:00,14.16,2022-08-16T23:30:00+00:00,2022-08-17T03:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T00:00:00+00:00,13.05,2022-08-17T00:00:00+00:00,2022-08-17T04:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T00:30:00+00:00,13.05,2022-08-17T00:30:00+00:00,2022-08-17T04:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T01:00:00+00:00,15.0,2022-08-17T01:00:00+00:00,2022-08-17T05:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T01:30:00+00:00,15.0,2022-08-17T01:30:00+00:00,2022-08-17T05:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T02:00:00+00:00,16.64,2022-08-17T02:00:00+00:00,2022-08-17T06:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T02:30:00+00:00,16.64,2022-08-17T02:30:00+00:00,2022-08-17T06:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T03:00:00+00:00,17.71,2022-08-17T03:00:00+00:00,2022-08-17T07:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T03:30:00+00:00,17.71,2022-08-17T03:30:00+00:00,2022-08-17T07:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T04:00:00+00:00,18.05,2022-08-17T04:00:00+00:00,2022-08-17T08:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T04:30:00+00:00,18.05,2022-08-17T04:30:00+00:00,2022-08-17T08:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T05:00:00+00:00,17.6,2022-08-17T05:00:00+00:00,2022-08-17T09:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T05:30:00+00:00,17.6,2022-08-17T05:30:00+00:00,2022-08-17T09:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T06:00:00+00:00,16.43,2022-08-17T06:00:00+00:00,2022-08-17T10:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T06:30:00+00:00,16.43,2022-08-17T06:30:00+00:00,2022-08-17T10:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T07:00:00+00:00,14.72,2022-08-17T07:00:00+00:00,2022-08-17T11:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T07:30:00+00:00,14.72,2022-08-17T07:30:00+00:00,2022-08-17T11:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T08:00:00+00:00,12.76,2022-08-17T08:00:00+00:00,2022-08-17T12:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T08:30:00+00:00,12.76,2022-08-17T08:30:00+00:00,2022-08-17T12:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T09:00:00+00:00,10.84,2022-08-17T09:00:00+00:00,2022-08-17T13:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T09:30:00+00:00,10.84,2022-08-17T09:30:00+00:00,2022-08-17T13:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T10:00:00+00:00,9.27,2022-08-17T10:00:00+00:00,2022-08-17T14:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T10:30:00+00:00,9.27,2022-08-17T10:30:00+00:00,2022-08-17T14:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T11:00:00+00:00,8.29,2022-08-17T11:00:00+00:00,2022-08-17T15:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T11:30:00+00:00,8.29,2022-08-17T11:30:00+00:00,2022-08-17T15:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T12:00:00+00:00,35.62,2022-08-17T12:00:00+00:00,2022-08-17T16:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T12:30:00+00:00,35.62,2022-08-17T12:30:00+00:00,2022-08-17T16:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T13:00:00+00:00,36.18,2022-08-17T13:00:00+00:00,2022-08-17T17:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T13:30:00+00:00,36.18,2022-08-17T13:30:00+00:00,2022-08-17T17:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T14:00:00+00:00,37.44,2022-08-17T14:00:00+00:00,2022-08-17T18:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T14:30:00+00:00,37.44,2022-08-17T14:30:00+00:00,2022-08-17T18:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T15:00:00+00:00,39.2,2022-08-17T15:00:00+00:00,2022-08-17T19:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T15:30:00+00:00,39.2,2022-08-17T15:30:00+00:00,2022-08-17T19:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T16:00:00+00:00,41.18,2022-08-17T16:00:00+00:00,2022-08-17T20:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T16:30:00+00:00,41.18,2022-08-17T16:30:00+00:00,2022-08-17T20:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T17:00:00+00:00,43.07,2022-08-17T17:00:00+00:00,2022-08-17T21:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T17:30:00+00:00,43.07,2022-08-17T17:30:00+00:00,2022-08-17T21:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T18:00:00+00:00,44.57,2022-08-17T18:00:00+00:00,2022-08-17T22:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T18:30:00+00:00,44.57,2022-08-17T18:30:00+00:00,2022-08-17T22:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T19:00:00+00:00,45.44,2022-08-17T19:00:00+00:00,2022-08-17T23:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T19:30:00+00:00,45.44,2022-08-17T19:30:00+00:00,2022-08-17T23:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T20:00:00+00:00,45.55,2022-08-17T20:00:00+00:00,2022-08-18T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T20:30:00+00:00,45.55,2022-08-17T20:30:00+00:00,2022-08-18T00:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T21:00:00+00:00,17.32,2022-08-17T21:00:00+00:00,2022-08-18T01:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T21:30:00+00:00,17.32,2022-08-17T21:30:00+00:00,2022-08-18T01:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T22:00:00+00:00,15.97,2022-08-17T22:00:00+00:00,2022-08-18T02:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T22:30:00+00:00,15.97,2022-08-17T22:30:00+00:00,2022-08-18T02:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T23:00:00+00:00,14.16,2022-08-17T23:00:00+00:00,2022-08-18T03:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-17T23:30:00+00:00,14.16,2022-08-17T23:30:00+00:00,2022-08-18T03:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T00:00:00+00:00,13.05,2022-08-18T00:00:00+00:00,2022-08-18T04:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T00:30:00+00:00,13.05,2022-08-18T00:30:00+00:00,2022-08-18T04:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T01:00:00+00:00,15.0,2022-08-18T01:00:00+00:00,2022-08-18T05:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T01:30:00+00:00,15.0,2022-08-18T01:30:00+00:00,2022-08-18T05:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T02:00:00+00:00,16.64,2022-08-18T02:00:00+00:00,2022-08-18T06:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T02:30:00+00:00,16.64,2022-08-18T02:30:00+00:00,2022-08-18T06:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T03:00:00+00:00,17.71,2022-08-18T03:00:00+00:00,2022-08-18T07:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T03:30:00+00:00,17.71,2022-08-18T03:30:00+00:00,2022-08-18T07:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T04:00:00+00:00,18.05,2022-08-18T04:00:00+00:00,2022-08-18T08:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T04:30:00+00:00,18.05,2022-08-18T04:30:00+00:00,2022-08-18T08:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T05:00:00+00:00,17.6,2022-08-18T05:00:00+00:00,2022-08-18T09:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T05:30:00+00:00,17.6,2022-08-18T05:30:00+00:00,2022-08-18T09:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T06:00:00+00:00,16.43,2022-08-18T06:00:00+00:00,2022-08-18T10:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T06:30:00+00:00,16.43,2022-08-18T06:30:00+00:00,2022-08-18T10:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T07:00:00+00:00,14.72,2022-08-18T07:00:00+00:00,2022-08-18T11:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T07:30:00+00:00,14.72,2022-08-18T07:30:00+00:00,2022-08-18T11:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T08:00:00+00:00,12.76,2022-08-18T08:00:00+00:00,2022-08-18T12:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T08:30:00+00:00,12.76,2022-08-18T08:30:00+00:00,2022-08-18T12:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T09:00:00+00:00,10.84,2022-08-18T09:00:00+00:00,2022-08-18T13:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T09:30:00+00:00,10.84,2022-08-18T09:30:00+00:00,2022-08-18T13:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T10:00:00+00:00,9.27,2022-08-18T10:00:00+00:00,2022-08-18T14:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T10:30:00+00:00,9.27,2022-08-18T10:30:00+00:00,2022-08-18T14:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T11:00:00+00:00,8.29,2022-08-18T11:00:00+00:00,2022-08-18T15:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T11:30:00+00:00,8.29,2022-08-18T11:30:00+00:00,2022-08-18T15:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T12:00:00+00:00,35.62,2022-08-18T12:00:00+00:00,2022-08-18T16:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T12:30:00+00:00,35.62,2022-08-18T12:30:00+00:00,2022-08-18T16:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T13:00:00+00:00,36.18,2022-08-18T13:00:00+00:00,2022-08-18T17:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T13:30:00+00:00,36.18,2022-08-18T13:30:00+00:00,2022-08-18T17:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T14:00:00+00:00,37.44,2022-08-18T14:00:00+00:00,2022-08-18T18:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T14:30:00+00:00,37.44,2022-08-18T14:30:00+00:00,2022-08-18T18:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T15:00:00+00:00,39.2,2022-08-18T15:00:00+00:00,2022-08-18T19:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T15:30:00+00:00,39.2,2022-08-18T15:30:00+00:00,2022-08-18T19:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T16:00:00+00:00,41.18,2022-08-18T16:00:00+00:00,2022-08-18T20:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T16:30:00+00:00,41.18,2022-08-18T16:30:00+00:00,2022-08-18T20:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T17:00:00+00:00,43.07,2022-08-18T17:00:00+00:00,2022-08-18T21:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T17:30:00+00:00,43.07,2022-08-18T17:30:00+00:00,2022-08-18T21:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T18:00:00+00:00,44.57,2022-08-18T18:00:00+00:00,2022-08-18T22:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T18:30:00+00:00,44.57,2022-08-18T18:30:00+00:00,2022-08-18T22:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T19:00:00+00:00,45.44,2022-08-18T19:00:00+00:00,2022-08-18T23:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T19:30:00+00:00,45.44,2022-08-18T19:30:00+00:00,2022-08-18T23:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T20:00:00+00:00,45.55,2022-08-18T20:00:00+00:00,2022-08-19T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T20:30:00+00:00,45.55,2022-08-18T20:30:00+00:00,2022-08-19T00:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T21:00:00+00:00,17.32,2022-08-18T21:00:00+00:00,2022-08-19T01:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T21:30:00+00:00,17.32,2022-08-18T21:30:00+00:00,2022-08-19T01:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T22:00:00+00:00,15.97,2022-08-18T22:00:00+00:00,2022-08-19T02:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T22:30:00+00:00,15.97,2022-08-18T22:30:00+00:00,2022-08-19T02:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T23:00:00+00:00,14.16,2022-08-18T23:00:00+00:00,2022-08-19T03:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-18T23:30:00+00:00,14.16,2022-08-18T23:30:00+00:00,2022-08-19T03:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T00:00:00+00:00,13.05,2022-08-19T00:00:00+00:00,2022-08-19T04:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T00:30:00+00:00,13.05,2022-08-19T00:30:00+00:00,2022-08-19T04:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T01:00:00+00:00,15.0,2022-08-19T01:00:00+00:00,2022-08-19T05:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T01:30:00+00:00,15.0,2022-08-19T01:30:00+00:00,2022-08-19T05:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T02:00:00+00:00,16.64,2022-08-19T02:00:00+00:00,2022-08-19T06:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T02:30:00+00:00,16.64,2022-08-19T02:30:00+00:00,2022-08-19T06:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T03:00:00+00:00,17.71,2022-08-19T03:00:00+00:00,2022-08-19T07:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T03:30:00+00:00,17.71,2022-08-19T03:30:00+00:00,2022-08-19T07:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T04:00:00+00:00,18.05,2022-08-19T04:00:00+00:00,2022-08-19T08:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T04:30:00+00:00,18.05,2022-08-19T04:30:00+00:00,2022-08-19T08:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T05:00:00+00:00,17.6,2022-08-19T05:00:00+00:00,2022-08-19T09:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
