dataset_id,source,timestamp,fused_precip_rate_mm_hr,unit,native_resolution,observation_time,publication_time,quality_flag
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-14T19:00:00+00:00,23.9,mm/hr,0.10 deg,2022-08-14T19:00:00+00:00,2022-08-14T23:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-14T19:30:00+00:00,23.9,mm/hr,0.10 deg,2022-08-14T19:30:00+00:00,2022-08-14T23:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-14T20:00:00+00:00,20.15,mm/hr,0.10 deg,2022-08-14T20:00:00+00:00,2022-08-15T00:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-14T20:30:00+00:00,20.15,mm/hr,0.10 deg,2022-08-14T20:30:00+00:00,2022-08-15T00:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-14T21:00:00+00:00,17.46,mm/hr,0.10 deg,2022-08-14T21:00:00+00:00,2022-08-15T01:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-14T21:30:00+00:00,17.46,mm/hr,0.10 deg,2022-08-14T21:30:00+00:00,2022-08-15T01:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-14T22:00:00+00:00,16.5,mm/hr,0.10 deg,2022-08-14T22:00:00+00:00,2022-08-15T02:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-14T22:30:00+00:00,16.5,mm/hr,0.10 deg,2022-08-14T22:30:00+00:00,2022-08-15T02:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-14T23:00:00+00:00,17.5,mm/hr,0.10 deg,2022-08-14T23:00:00+00:00,2022-08-15T03:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-14T23:30:00+00:00,17.5,mm/hr,0.10 deg,2022-08-14T23:30:00+00:00,2022-08-15T03:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T00:00:00+00:00,16.5,mm/hr,0.10 deg,2022-08-15T00:00:00+00:00,2022-08-15T04:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T00:30:00+00:00,16.5,mm/hr,0.10 deg,2022-08-15T00:30:00+00:00,2022-08-15T04:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T01:00:00+00:00,20.34,mm/hr,0.10 deg,2022-08-15T01:00:00+00:00,2022-08-15T05:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T01:30:00+00:00,20.34,mm/hr,0.10 deg,2022-08-15T01:30:00+00:00,2022-08-15T05:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T02:00:00+00:00,23.23,mm/hr,0.10 deg,2022-08-15T02:00:00+00:00,2022-08-15T06:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T02:30:00+00:00,23.23,mm/hr,0.10 deg,2022-08-15T02:30:00+00:00,2022-08-15T06:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T03:00:00+00:00,24.48,mm/hr,0.10 deg,2022-08-15T03:00:00+00:00,2022-08-15T07:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T03:30:00+00:00,24.48,mm/hr,0.10 deg,2022-08-15T03:30:00+00:00,2022-08-15T07:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T04:00:00+00:00,23.77,mm/hr,0.10 deg,2022-08-15T04:00:00+00:00,2022-08-15T08:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T04:30:00+00:00,23.77,mm/hr,0.10 deg,2022-08-15T04:30:00+00:00,2022-08-15T08:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T05:00:00+00:00,21.29,mm/hr,0.10 deg,2022-08-15T05:00:00+00:00,2022-08-15T09:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T05:30:00+00:00,21.29,mm/hr,0.10 deg,2022-08-15T05:30:00+00:00,2022-08-15T09:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T06:00:00+00:00,17.63,mm/hr,0.10 deg,2022-08-15T06:00:00+00:00,2022-08-15T10:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T06:30:00+00:00,17.63,mm/hr,0.10 deg,2022-08-15T06:30:00+00:00,2022-08-15T10:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T07:00:00+00:00,13.69,mm/hr,0.10 deg,2022-08-15T07:00:00+00:00,2022-08-15T11:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T07:30:00+00:00,13.69,mm/hr,0.10 deg,2022-08-15T07:30:00+00:00,2022-08-15T11:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T08:00:00+00:00,10.45,mm/hr,0.10 deg,2022-08-15T08:00:00+00:00,2022-08-15T12:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T08:30:00+00:00,10.45,mm/hr,0.10 deg,2022-08-15T08:30:00+00:00,2022-08-15T12:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T09:00:00+00:00,8.68,mm/hr,0.10 deg,2022-08-15T09:00:00+00:00,2022-08-15T13:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T09:30:00+00:00,8.68,mm/hr,0.10 deg,2022-08-15T09:30:00+00:00,2022-08-15T13:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T10:00:00+00:00,8.83,mm/hr,0.10 deg,2022-08-15T10:00:00+00:00,2022-08-15T14:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T10:30:00+00:00,8.83,mm/hr,0.10 deg,2022-08-15T10:30:00+00:00,2022-08-15T14:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T11:00:00+00:00,10.86,mm/hr,0.10 deg,2022-08-15T11:00:00+00:00,2022-08-15T15:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T11:30:00+00:00,10.86,mm/hr,0.10 deg,2022-08-15T11:30:00+00:00,2022-08-15T15:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T12:00:00+00:00,14.26,mm/hr,0.10 deg,2022-08-15T12:00:00+00:00,2022-08-15T16:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T12:30:00+00:00,14.26,mm/hr,0.10 deg,2022-08-15T12:30:00+00:00,2022-08-15T16:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T13:00:00+00:00,18.22,mm/hr,0.10 deg,2022-08-15T13:00:00+00:00,2022-08-15T17:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T13:30:00+00:00,18.22,mm/hr,0.10 deg,2022-08-15T13:30:00+00:00,2022-08-15T17:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T14:00:00+00:00,21.76,mm/hr,0.10 deg,2022-08-15T14:00:00+00:00,2022-08-15T18:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T14:30:00+00:00,21.76,mm/hr,0.10 deg,2022-08-15T14:30:00+00:00,2022-08-15T18:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T15:00:00+00:00,24.0,mm/hr,0.10 deg,2022-08-15T15:00:00+00:00,2022-08-15T19:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T15:30:00+00:00,24.0,mm/hr,0.10 deg,2022-08-15T15:30:00+00:00,2022-08-15T19:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T16:00:00+00:00,24.41,mm/hr,0.10 deg,2022-08-15T16:00:00+00:00,2022-08-15T20:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T16:30:00+00:00,24.41,mm/hr,0.10 deg,2022-08-15T16:30:00+00:00,2022-08-15T20:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T17:00:00+00:00,22.89,mm/hr,0.10 deg,2022-08-15T17:00:00+00:00,2022-08-15T21:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T17:30:00+00:00,22.89,mm/hr,0.10 deg,2022-08-15T17:30:00+00:00,2022-08-15T21:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T18:00:00+00:00,19.8,mm/hr,0.10 deg,2022-08-15T18:00:00+00:00,2022-08-15T22:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T18:30:00+00:00,19.8,mm/hr,0.10 deg,2022-08-15T18:30:00+00:00,2022-08-15T22:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T19:00:00+00:00,15.9,mm/hr,0.10 deg,2022-08-15T19:00:00+00:00,2022-08-15T23:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T19:30:00+00:00,15.9,mm/hr,0.10 deg,2022-08-15T19:30:00+00:00,2022-08-15T23:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T20:00:00+00:00,12.15,mm/hr,0.10 deg,2022-08-15T20:00:00+00:00,2022-08-16T00:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T20:30:00+00:00,12.15,mm/hr,0.10 deg,2022-08-15T20:30:00+00:00,2022-08-16T00:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T21:00:00+00:00,9.46,mm/hr,0.10 deg,2022-08-15T21:00:00+00:00,2022-08-16T01:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T21:30:00+00:00,9.46,mm/hr,0.10 deg,2022-08-15T21:30:00+00:00,2022-08-16T01:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T22:00:00+00:00,8.5,mm/hr,0.10 deg,2022-08-15T22:00:00+00:00,2022-08-16T02:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T22:30:00+00:00,8.5,mm/hr,0.10 deg,2022-08-15T22:30:00+00:00,2022-08-16T02:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T23:00:00+00:00,9.5,mm/hr,0.10 deg,2022-08-15T23:00:00+00:00,2022-08-16T03:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-15T23:30:00+00:00,9.5,mm/hr,0.10 deg,2022-08-15T23:30:00+00:00,2022-08-16T03:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T00:00:00+00:00,20.5,mm/hr,0.10 deg,2022-08-16T00:00:00+00:00,2022-08-16T04:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T00:30:00+00:00,20.5,mm/hr,0.10 deg,2022-08-16T00:30:00+00:00,2022-08-16T04:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T01:00:00+00:00,24.34,mm/hr,0.10 deg,2022-08-16T01:00:00+00:00,2022-08-16T05:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T01:30:00+00:00,24.34,mm/hr,0.10 deg,2022-08-16T01:30:00+00:00,2022-08-16T05:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T02:00:00+00:00,27.23,mm/hr,0.10 deg,2022-08-16T02:00:00+00:00,2022-08-16T06:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T02:30:00+00:00,27.23,mm/hr,0.10 deg,2022-08-16T02:30:00+00:00,2022-08-16T06:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T03:00:00+00:00,28.48,mm/hr,0.10 deg,2022-08-16T03:00:00+00:00,2022-08-16T07:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T03:30:00+00:00,28.48,mm/hr,0.10 deg,2022-08-16T03:30:00+00:00,2022-08-16T07:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T04:00:00+00:00,27.77,mm/hr,0.10 deg,2022-08-16T04:00:00+00:00,2022-08-16T08:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T04:30:00+00:00,27.77,mm/hr,0.10 deg,2022-08-16T04:30:00+00:00,2022-08-16T08:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T05:00:00+00:00,25.29,mm/hr,0.10 deg,2022-08-16T05:00:00+00:00,2022-08-16T09:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T05:30:00+00:00,25.29,mm/hr,0.10 deg,2022-08-16T05:30:00+00:00,2022-08-16T09:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T06:00:00+00:00,21.63,mm/hr,0.10 deg,2022-08-16T06:00:00+00:00,2022-08-16T10:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T06:30:00+00:00,21.63,mm/hr,0.10 deg,2022-08-16T06:30:00+00:00,2022-08-16T10:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T07:00:00+00:00,17.69,mm/hr,0.10 deg,2022-08-16T07:00:00+00:00,2022-08-16T11:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T07:30:00+00:00,17.69,mm/hr,0.10 deg,2022-08-16T07:30:00+00:00,2022-08-16T11:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T08:00:00+00:00,14.45,mm/hr,0.10 deg,2022-08-16T08:00:00+00:00,2022-08-16T12:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T08:30:00+00:00,14.45,mm/hr,0.10 deg,2022-08-16T08:30:00+00:00,2022-08-16T12:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T09:00:00+00:00,12.68,mm/hr,0.10 deg,2022-08-16T09:00:00+00:00,2022-08-16T13:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T09:30:00+00:00,12.68,mm/hr,0.10 deg,2022-08-16T09:30:00+00:00,2022-08-16T13:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T10:00:00+00:00,12.83,mm/hr,0.10 deg,2022-08-16T10:00:00+00:00,2022-08-16T14:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T10:30:00+00:00,12.83,mm/hr,0.10 deg,2022-08-16T10:30:00+00:00,2022-08-16T14:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T11:00:00+00:00,14.86,mm/hr,0.10 deg,2022-08-16T11:00:00+00:00,2022-08-16T15:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T11:30:00+00:00,14.86,mm/hr,0.10 deg,2022-08-16T11:30:00+00:00,2022-08-16T15:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T12:00:00+00:00,18.26,mm/hr,0.10 deg,2022-08-16T12:00:00+00:00,2022-08-16T16:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T12:30:00+00:00,18.26,mm/hr,0.10 deg,2022-08-16T12:30:00+00:00,2022-08-16T16:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T13:00:00+00:00,22.22,mm/hr,0.10 deg,2022-08-16T13:00:00+00:00,2022-08-16T17:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T13:30:00+00:00,22.22,mm/hr,0.10 deg,2022-08-16T13:30:00+00:00,2022-08-16T17:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T14:00:00+00:00,25.76,mm/hr,0.10 deg,2022-08-16T14:00:00+00:00,2022-08-16T18:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T14:30:00+00:00,25.76,mm/hr,0.10 deg,2022-08-16T14:30:00+00:00,2022-08-16T18:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T15:00:00+00:00,28.0,mm/hr,0.10 deg,2022-08-16T15:00:00+00:00,2022-08-16T19:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T15:30:00+00:00,28.0,mm/hr,0.10 deg,2022-08-16T15:30:00+00:00,2022-08-16T19:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T16:00:00+00:00,28.41,mm/hr,0.10 deg,2022-08-16T16:00:00+00:00,2022-08-16T20:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T16:30:00+00:00,28.41,mm/hr,0.10 deg,2022-08-16T16:30:00+00:00,2022-08-16T20:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T17:00:00+00:00,26.89,mm/hr,0.10 deg,2022-08-16T17:00:00+00:00,2022-08-16T21:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T17:30:00+00:00,26.89,mm/hr,0.10 deg,2022-08-16T17:30:00+00:00,2022-08-16T21:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T18:00:00+00:00,23.8,mm/hr,0.10 deg,2022-08-16T18:00:00+00:00,2022-08-16T22:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T18:30:00+00:00,23.8,mm/hr,0.10 deg,2022-08-16T18:30:00+00:00,2022-08-16T22:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T19:00:00+00:00,19.9,mm/hr,0.10 deg,2022-08-16T19:00:00+00:00,2022-08-16T23:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T19:30:00+00:00,19.9,mm/hr,0.10 deg,2022-08-16T19:30:00+00:00,2022-08-16T23:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T20:00:00+00:00,16.15,mm/hr,0.10 deg,2022-08-16T20:00:00+00:00,2022-08-17T00:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T20:30:00+00:00,16.15,mm/hr,0.10 deg,2022-08-16T20:30:00+00:00,2022-08-17T00:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T21:00:00+00:00,13.46,mm/hr,0.10 deg,2022-08-16T21:00:00+00:00,2022-08-17T01:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T21:30:00+00:00,13.46,mm/hr,0.10 deg,2022-08-16T21:30:00+00:00,2022-08-17T01:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T22:00:00+00:00,12.5,mm/hr,0.10 deg,2022-08-16T22:00:00+00:00,2022-08-17T02:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T22:30:00+00:00,12.5,mm/hr,0.10 deg,2022-08-16T22:30:00+00:00,2022-08-17T02:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T23:00:00+00:00,13.5,mm/hr,0.10 deg,2022-08-16T23:00:00+00:00,2022-08-17T03:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-16T23:30:00+00:00,13.5,mm/hr,0.10 deg,2022-08-16T23:30:00+00:00,2022-08-17T03:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-17T00:00:00+00:00,24.5,mm/hr,0.10 deg,2022-08-17T00:00:00+00:00,2022-08-17T04:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-17T00:30:00+00:00,24.5,mm/hr,0.10 deg,2022-08-17T00:30:00+00:00,2022-08-17T04:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-17T01:00:00+00:00,28.34,mm/hr,0.10 deg,2022-08-17T01:00:00+00:00,2022-08-17T05:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-17T01:30:00+00:00,28.34,mm/hr,0.10 deg,2022-08-17T01:30:00+00:00,2022-08-17T05:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-17T02:00:00+00:00,31.23,mm/hr,0.10 deg,2022-08-17T02:00:00+00:00,2022-08-17T06:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-17T02:30:00+00:00,31.23,mm/hr,0.10 deg,2022-08-17T02:30:00+00:00,2022-08-17T06:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-17T03:00:00+00:00,32.48,mm/hr,0.10 deg,2022-08-17T03:00:00+00:00,2022-08-17T07:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-17T03:30:00+00:00,32.48,mm/hr,0.10 deg,2022-08-17T03:30:00+00:00,2022-08-17T07:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-17T04:00:00+00:00,31.77,mm/hr,0.10 deg,2022-08-17T04:00:00+00:00,2022-08-17T08:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-17T04:30:00+00:00,31.77,mm/hr,0.10 deg,2022-08-17T04:30:00+00:00,2022-08-17T08:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-17T05:00:00+00:00,29.29,mm/hr,0.10 deg,2022-08-17T05:00:00+00:00,2022-08-17T09:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-17T05:30:00+00:00,29.29,mm/hr,0.10 deg,2022-08-17T05:30:00+00:00,2022-08-17T09:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-17T06:00:00+00:00,25.63,mm/hr,0.10 deg,2022-08-17T06:00:00+00:00,2022-08-17T10:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-17T06:30:00+00:00,25.63,mm/hr,0.10 deg,2022-08-17T06:30:00+00:00,2022-08-17T10:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-17T07:00:00+00:00,21.69,mm/hr,0.10 deg,2022-08-17T07:00:00+00:00,2022-08-17T11:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-17T07:30:00+00:00,21.69,mm/hr,0.10 deg,2022-08-17T07:30:00+00:00,2022-08-17T11:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-17T08:00:00+00:00,18.45,mm/hr,0.10 deg,2022-08-17T08:00:00+00:00,2022-08-17T12:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-17T08:30:00+00:00,18.45,mm/hr,0.10 deg,2022-08-17T08:30:00+00:00,2022-08-17T12:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-17T09:00:00+00:00,16.68,mm/hr,0.10 deg,2022-08-17T09:00:00+00:00,2022-08-17T13:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-17T09:30:00+00:00,16.68,mm/hr,0.10 deg,2022-08-17T09:30:00+00:00,2022-08-17T13:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-17T10:00:00+00:00,16.83,mm/hr,0.10 deg,2022-08-17T10:00:00+00:00,2022-08-17T14:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-17T10:30:00+00:00,16.83,mm/hr,0.10 deg,2022-08-17T10:30:00+00:00,2022-08-17T14:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-17T11:00:00+00:00,18.86,mm/hr,0.10 deg,2022-08-17T11:00:00+00:00,2022-08-17T15:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-17T11:30:00+00:00,18.86,mm/hr,0.10 deg,2022-08-17T11:30:00+00:00,2022-08-17T15:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-17T12:00:00+00:00,22.26,mm/hr,0.10 deg,2022-08-17T12:00:00+00:00,2022-08-17T16:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-17T12:30:00+00:00,22.26,mm/hr,0.10 deg,2022-08-17T12:30:00+00:00,2022-08-17T16:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-17T13:00:00+00:00,26.22,mm/hr,0.10 deg,2022-08-17T13:00:00+00:00,2022-08-17T17:00:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-17T13:30:00+00:00,26.22,mm/hr,0.10 deg,2022-08-17T13:30:00+00:00,2022-08-17T17:30:00+00:00,GOOD
NASA-GPM-IMERG-V07B-EARLY,NASA_GPM,2022-08-17T14:00:00+00:00,29.76,mm/hr,0.10 deg,2022-08-17T14:00:00+00:00,2022-08-17T18:00:00+00:00,GOOD
